id,track_id,tag
699,TRZJPOO128F425D9D9,"['easy listening', 'rock']"
702,TROHLOJ12903CF5345,"['pop rock', 'pop']"
703,TRIDCVG128F427925C,"['sentimental', 'pop rock', 'strong', 'lively', 'latin', 'rock en espaol', 'rock', 'hard rock']"
704,TRPQKTU12903CCBB33,"['indie folk', 'spiritual', 'alternative indie rock', 'understated', 'eccentric', 'poignant', 'searching', 'pop rock', 'yearning', 'intense', 'amiable good natured', 'reserved', 'earnest', 'reflection', 'lyrical', 'progressive folk', 'cathartic', 'melancholy', 'meditation', 'brooding', 'meandering', 'british folk rock', 'folk rock', 'rainy day', 'literate', 'alternative singer songwriter', '70s', 'gloomy', 'reflective', 'lonely', 'folk', 'singer songwriter', 'restrained', 'enigmatic', 'tense anxious', 'sad', 'eerie', 'bittersweet']"
705,TRWBZRG128F14B04BC,['soul']
709,TRVNVAS128F42A08FF,"['female vocalists', 'alternative']"
711,TRHVZHN128F92EFE68,"['contemporary country', 'neo traditionalist country', 'country', 'rock']"
712,TRTATDD128F428C54C,"['refined', 'calm peaceful', 'bright', 'pop rock', 'soft quiet', 'amiable good natured', 'sweet', 'laid back mellow', 'sweet dreams', 'earnest', 'delicate', 'romantic', 'gentle', 'piano', 'light', 'piano new age', 'relaxation', 'instrumental', 'dramatic', 'adult contemporary', 'soothing', 'smooth', 'new age', 'background music', 'intimate', 'reflective', 'plaintive', 'solo instrumental', 'contemporary instrumental']"
715,TRIUASF128F42AADFC,"['punk rock', 'acoustic']"
716,TRTCRFD128F1498F34,"['halloween', 'uncompromising', 'alternative metal', 'pop rock', 'intense', 'menacing', 'thuggish', 'freedom', 'dramatic', 'heavy metal', 'metal', 'late night', 'nihilistic', 'scary music', 'fiery']"
721,TRTLZIP128F4292F41,"['contemporary country', 'country', 'country pop', 'australian']"
727,TRZZQNI12903CAA8FA,"['blues', 'rock']"
728,TRXPVRV128F9321BC5,"['weary', 'energetic', 'sophisticated', 'alternative indie rock', 'refined', 'lush', 'poignant', 'searching', 'pop rock', 'yearning', 'soft quiet', 'defiant', 'reflection', 'romantic', 'introspection', 'gentle', 'sunday afternoon', 'quirky', 'powerful', 'hypnotic', 'atmospheric', 'melancholy', 'indie', 'sensual', 'brassy', 'wry', 'warm', 'dramatic', 'rousing', 'breakup', 'spacey', 'tender', 'rainy day', 'heartache', 'literate', 'alternative singer songwriter', 'complex', 'intimate', 'late night', 'reflective', 'plaintive', 'restrained', 'enigmatic', 'stylish', 'nocturnal', 'rock', 'sad', 'dreamy', 'eerie', 'fiery', 'fierce', 'heartbreak', 'rambunctious', 'hungry', 'bittersweet', 'sparse', 'theatrical']"
732,TRVLVHS128EF35F3E7,"['classic rock', 'pop rock', 'disco', '90s', 'strong', 'latin', 'rock en espaol', 'rock', 'spanish', 'spanish rock', 'hard rock']"
734,TRMLWIN128F424EAD4,"['electronic', 'house']"
737,TRKVDNS128F428D7C4,"['classic rock', 'female vocalists', 'indie', '80s', 'rock', 'hard rock']"
738,TRUAFED128E0792881,"['soul', 'rnb']"
739,TRHEMBZ128F4271E26,['country']
740,TRDHFYX128F92EF0B5,"['spiritual', 'passionate', 'electronic', 'trippy', 'tribal house', 'freewheeling', 'earthy', 'electronica', 'house', 'joyous', 'world', 'ambient', 'club dance']"
741,TREWBPP128F427F129,"['energetic', 'sophisticated', 'alternative indie rock', 'witty', 'exuberant', 'pop rock', 'confident', 'sweet', 'whimsical', 'indie', 'indie pop', 'fun', 'indie rock', 'hanging out', 'reverent', 'campy', 'playful', 'stylish', 'girls night out', 'new wave post punk revival', 'carefree', 'guys night out']"
748,TRAOSFC128F42618F6,"['happy', 'jazz']"
750,TRGGGAR128F9331E17,['reggae']
752,TRNZMGX128F428A2F3,"['alternative indie rock', 'punk rock', 'pop rock', 'punk', 'ska punk', 'third wave ska revival', 'alternative pop rock', 'emo']"
753,TRBIXYR128F9326181,"['pop rock', 'hard rock']"
759,TRBEAOU128E0798350,"['flamenco', 'hip hop', 'funk']"
760,TRZOKVH128F4280A7A,"['easy listening', 'romantic', 'latin', 'salsa', 'spanish', 'latin pop']"
761,TRXIIGL128F931F539,"['energetic', 'contemporary rnb', 'exuberant', 'bright', 'pop rock', 'yearning', 'passionate', 'amiable good natured', 'confident', 'dance pop', 'sweet', 'in love', 'freedom', 'pop', 'warm', 'dramatic', 'rnb', 'comfort', 'heartache', 'boisterous', 'reflective', 'celebratory', 'playful', 'partying', 'dreamy', 'girls night out']"
763,TRMELLX128F932752D,"['international', 'french pop', 'pop rock', 'french', 'rock', 'western european traditions']"
766,TRJNOSJ128E0781A29,"['alternative indie rock', 'pop rock', 'grunge', '90s', 'indie', 'alternative', 'post grunge', 'alternative rock', 'folk', 'rock']"
770,TRULRBN128F92C6A5D,"['pop rock', 'latin', 'latin pop']"
777,TRALUNR128EF3425DE,"['adult alternative pop rock', 'alternative indie rock', 'pop rock', 'happy', 'contemporary singer songwriter', 'contemporary pop rock', 'alternative singer songwriter', 'acoustic']"
778,TRRNSGI128F428FCF6,"['international', 'easy listening', 'instrumental pop', 'jazz', 'mainstream jazz', 'jazz funk', 'fusion', 'crossover jazz', 'soul jazz']"
786,TRACRRQ128F429CD09,"['pop rock', 'dance pop', 'electronic', 'euro dance', 'female vocalists', '90s', 'pop', 'british', 'workout', 'adult contemporary', 'female vocalist', 'euro pop', 'dance', 'club dance', 'teen pop']"
788,TRYAVHI128F92E4958,['guitar']
790,TRPUNRT128F42B7D6E,"['aggressive', 'energetic', 'alternative indie rock', 'pop rock', 'yearning', 'intense', 'urgent', 'harsh', 'american', 'cathartic', 'somber', 'alternative', 'manic', 'brooding', 'rousing', 'post grunge', 'angst ridden', 'emo', 'stylish', 'tense anxious', 'rock', 'fiery', 'hard rock', 'theatrical']"
792,TRNPPOZ12903CE82A3,"['pop rock', 'electronic', 'house', 'club dance']"
793,TRYHJGP128F92ECF8B,"['ambient', 'experimental']"
794,TRMHXIU128F92DF173,"['sentimental', 'pop rock', 'dance pop', 'relaxed', 'nostalgic', 'pop', 'optimistic', 'adult contemporary', 'positive', 'teen pop', 'cheerful']"
799,TRCCMEF128F4275D07,"['alternative metal', 'pop rock', 'heavy metal', 'metal']"
800,TRUHVHM128F92EF7EF,"['adult alternative pop rock', 'sophisticated', 'alternative indie rock', 'refined', 'calm peaceful', 'pop rock', 'amiable good natured', 'springlike', 'laid back mellow', 'smooth jazz', 'dinner ambiance', 'jazz', 'jazz instrument', 'relaxation', 'saxophone jazz', 'pop', 'soothing', 'soft', 'smooth', 'at the office', 'background music', 'intimate', 'jazz pop', 'saxophone', 'stylish', 'crossover jazz']"
802,TRWDFFZ128F930292C,"['energetic', 'alternative indie rock', 'detached', 'witty', 'bright', 'pop rock', 'irreverent', 'indie electronic', 'quirky', 'indie rock', 'hanging out', 'literate', 'club', 'campy', 'playful', 'stylish', 'the creative side', 'mischievous', 'cerebral', 'post rock', 'theatrical']"
804,TRIFRIU128F92E9EC7,"['contemporary christian', 'contemporary folk', 'ccm', 'religious', 'gospel', 'folk', 'christian']"
808,TRVWLPQ128F4259DDE,"['alternative indie rock', 'pop rock', 'pop', 'alternative pop rock']"
809,TRICTFU128F933A452,"['female vocalists', 'country']"
810,TRLOUKE128F932628F,"['handclaps', 'indie', 'easy', 'catchy']"
811,TRJBMKM128F4245A9D,['psychedelic']
815,TRVNPSW128F4280F4A,['jazz']
816,TRZVFLY128F425BF4A,['jazz']
819,TRMLPQP128F932E197,"['progressive rock', 'electronic', 'industrial', '00s', 'alternative rock', 'rock', 'hard rock']"
824,TREFLAI128F42195E5,['dance']
832,TRCQQEP128F42992E0,"['empowering', 'alternative indie rock', 'exuberant', 'searching', 'rowdy', 'pop rock', 'irreverent', 'earnest', 'urgent', 'punk', 'punk pop', 'brash', 'lively', 'dramatic', 'rousing', 'reflective', 'feel good']"
833,TRWWRKO128F93140C1,"['sentimental', 'calm peaceful', 'poignant', 'searching', 'pop rock', 'amiable good natured', 'precious', 'sweet', 'laid back mellow', 'sweet dreams', 'earnest', 'soft rock', 'romantic', 'gentle', 'contemporary pop rock', 'pop', 'rousing', 'childrens', 'adult contemporary', 'soothing', 'summer', 'comfort', 'smooth', 'intimate', 'family gatherings', 'oldies']"
838,TRVJAKD128E07990C1,"['female vocalists', 'pop', 'swedish', 'rock']"
839,TRYVEDZ128F9334B5B,"['exciting', 'sentimental', 'soul', 'searching', 'pop rock', 'yearning', 'passionate', 'amiable good natured', 'gutsy', 'in love', 'romantic', 'cathartic', 'melancholy', 'sensual', 'latin', 'ambitious', 'pop', 'dramatic', 'rousing', 'intimate', 'effervescent', 'bittersweet', 'theatrical', 'latin pop']"
844,TRBVXVB12903CAA75D,"['classic rock', 'pop rock', 'pop metal', 'fun', 'hair metal', 'heavy metal', 'metal', 'playful', 'rock', 'hard rock']"
847,TRJSQDN128F42B0BB6,"['sophisticated', 'revolutionary', 'alternative indie rock', 'poignant', 'uncompromising', 'pop rock', 'confident', 'earnest', 'urgent', 'contemporary folk', 'freedom', 'earthy', 'ambitious', 'rebellious', 'indie rock', 'autumnal', 'folk', 'country', 'organic', 'bleak', 'bittersweet']"
848,TRYEIGU128F424D55F,"['aggressive', 'progressive rock', 'energetic', 'art rock', 'pop rock', 'rousing', 'heavy metal', 'progressive metal', 'prog rock', 'complex', 'neo prog', 'cerebral', 'hard rock', 'theatrical']"
850,TRXIIDI128F4295683,"['alternative indie rock', 'pop rock', 'dance pop', 'britpop', 'indie pop', 'pop', 'girls night out']"
851,TRNULXJ128F4286449,"['hardcore punk', 'punk', 'hardcore']"
854,TRHDRKE128F425A749,"['indie folk', 'alternative indie rock', 'sentimental', 'poignant', 'searching', 'pop rock', 'yearning', 'reserved', 'springlike', 'laid back mellow', 'sweet dreams', 'earnest', 'gentle', 'piano', 'melancholy', 'indie', 'earthy', 'the great outdoors', 'wistful', 'warm', 'alternative pop rock', 'summer', 'literate', 'alternative singer songwriter', 'rustic', 'intimate', 'reflective', 'elegant', 'spring', 'plaintive', 'gritty', 'dreamy', 'organic', 'bittersweet']"
855,TRCZZRH128F4242DE2,"['indie', 'country', 'sexy']"
857,TRSVWDQ128F932D215,"['soul', 'classic', 'motown']"
858,TRCYOTM128F93092D5,"['international', 'rap', 'latin rap', 'pop rock', 'south american traditions', 'latin dance', 'latin', 'funk', 'rock en espaol', 'alternative latin', 'latin pop']"
859,TRMLYMM128F14696A8,"['energetic', 'sophisticated', 'empowering', 'witty', 'exuberant', 'progressive house', 'bright', 'confident', 'electronic', 'earnest', 'trippy', 'quirky', 'humorous', 'hypnotic', 'freewheeling', 'sensual', 'electronica', 'house', 'fun', 'rousing', 'joyous', 'exercise workout', 'boisterous', 'club', 'celebratory', 'playful', 'club dance', 'partying', 'stylish']"
863,TRCSRBF12903C9CD7E,"['searching', 'bravado', 'pop rock', 'earnest', 'slick', 'visceral', 'melancholy', 'brash', 'earthy', 'alternative', 'lively', 'brooding', 'hostile', 'wistful', 'dramatic', 'post grunge', 'angst ridden', 'alternative rock', 'rock', 'angry', 'bleak', 'hard rock', 'theatrical']"
867,TRETZEB12903CC1C0A,['electro']
870,TRHQIFO128F1482498,"['aggressive', 'alternative indie rock', 'exuberant', 'bright', 'pop rock', 'reflection', 'romantic', 'introspection', 'reckless', 'quirky', 'atmospheric', 'brash', 'wry', 'indie rock', 'hanging out', 'alternative pop rock', 'literate', 'playful', 'volatile', 'the creative side', 'bittersweet', 'coolncocky', 'theatrical', 'guys night out']"
875,TRTDMRZ128F423EDA9,"['energetic', 'international', 'exuberant', 'intense', 'arabic', 'electronic', 'sexual', 'female vocalists', 'worldbeat', 'electronica', 'fusion', 'world', 'late night', 'club dance', 'nocturnal']"
878,TRDOFMR128F934109A,"['progressive rock', 'pop rock', 'rock']"
882,TRUNLIE128F426FBB5,"['aggressive', 'alternative indie rock', 'alternative metal', 'pop rock', 'punk revival', 'fractured', 'dramatic', 'rousing', 'heavy metal', 'metalcore', 'boisterous', 'metal', 'nihilistic', 'hardcore', 'gritty', 'tense anxious', 'volatile', 'thrash metal']"
883,TRQGCGC128F4257F62,"['alternative metal', 'pop rock', 'hardcore punk', 'heavy metal', 'metalcore', 'hardcore']"
887,TRVKSDQ12903D0C7D1,"['rap', 'hip hop']"
890,TRYGBNN12903CD22FF,['trance']
891,TRKULOH128F9350E15,"['pop rock', 'rock']"
894,TRIVZRP128F93068AF,"['alternative', 'rock']"
896,TRTWQZD128F1458DC0,"['progressive rock', 'energetic', 'exuberant', 'pop rock', 'trippy', 'whimsical', 'quirky', 'canterbury scene', 'ethereal', 'prog rock', 'complex', 'playful']"
898,TRMBPYD128F92ECB47,"['pop rock', 'christian']"
900,TROLGYS128F145E19E,"['aggressive', 'confrontational', 'energetic', 'alternative indie rock', 'self conscious', 'searching', 'punk rock', 'pop rock', 'yearning', 'punk revival', 'earnest', 'reflection', 'melancholy', 'punk pop', 'brash', 'brooding', 'fun', 'dramatic', 'rousing', 'hanging out', 'breakup', 'summer', 'heartache', 'reflective', 'spring', 'playful', 'summery', 'rock', 'fiery', 'bittersweet']"
907,TRLNYDR128F1487B18,"['punk', 'spanish rock']"
908,TRSWUJX128F146942A,"['sophisticated', 'soul', 'dancehall', 'passionate', 'reggae', 'urban', 'easy listening', 'contemporary reggae', 'chillout', 'reggae pop', 'smooth reggae', 'sensual', 'rnb', 'mellow', 'stylish', 'lovers rock', 'sexy']"
909,TRLURQF128F42658B5,"['sophisticated', 'exuberant', 'swing', 'modern creative', 'passionate', 'world fusion', 'post bop', 'new orleans jazz', 'jazz', 'latin jazz', 'big band', 'joyous', 'neo bop', 'afro cuban jazz', 'complex', 'bop', 'celebration', 'modal music']"
912,TRGHZFZ128F92FB496,['trance']
913,TRGXQFQ128F427CC14,"['sentimental', 'poignant', 'pop rock', 'soft quiet', 'springlike', 'sweet', 'earnest', 'am pop', 'delicate', 'romantic', 'innocent', 'gentle', 'melancholy', 'sensual', 'romantic evening', 'prom', 'doo wop', 'pop', 'rnb', 'soothing', 'slow dance', 'reflective', '60s', 'restrained', 'oldies', 'bittersweet']"
914,TRTGNRC128F92EDE71,"['indie', '80s']"
915,TRJJBSZ128F146048F,['jazz']
916,TRWNYTM128F92EE335,['reggae']
918,TRLPPYS128F4281A59,"['adult alternative pop rock', 'alternative indie rock', 'solitude', 'calm peaceful', 'long walk', 'pop rock', 'laid back mellow', 'reflection', 'female vocalists', 'contemporary folk', 'delicate', 'introspection', 'gentle', 'sensual', 'contemporary singer songwriter', 'soothing', 'intimate', 'reflective', 'folk', 'organic', 'acoustic']"
922,TRRYXDT128F427AFA6,"['progressive rock', 'alternative indie rock', 'pop rock', 'norwegian', 'melancholy', 'indie rock', 'guitar', 'alternative pop rock', 'alternative rock', 'singer songwriter', 'rock']"
923,TRUJYET128F145A9B4,"['energetic', 'classic rock', 'poignant', 'night driving', 'pop rock', 'gutsy', 'laid back mellow', 'album rock', 'drinking', 'melancholy', 'contemporary pop rock', 'rocknroll', 'nighttime', 'relaxation', 'wistful', 'warm', 'rousing', 'heavy metal', 'literate', 'smooth', '70s', 'tgif', 'late night', 'nocturnal', 'rock', 'hard rock']"
925,TRLBHFM128F1498892,"['sentimental', 'lush', 'new orleans rnb', 'soul', 'poignant', 'yearning', 'vocal', 'urban', 'delicate', 'early rnb', 'vocal jazz', 'gentle', 'jazz', 'standards', 'melancholy', 'smooth soul', 'contemporary pop rock', 'brooding', 'wistful', 'rnb', 'adult contemporary', 'soothing', 'ethereal', 'comfort', 'gospel', 'intimate', 'feeling blue', 'reflective', 'plaintive', 'restrained', 'nocturnal', 'autumn', 'eerie', 'contemporary gospel', 'bittersweet', 'pop soul']"
927,TRZJSDP128F4239F00,"['dancehall', 'reggae', 'beat']"
930,TRNKXAK128E078506E,"['energetic', 'spiritual', 'contemporary christian', 'exuberant', 'pop rock', 'affirmation', 'ccm', 'freedom', 'alternative', 'rousing', 'hanging out', 'alternative ccm', 'heavy metal', 'religious', 'christian rock', 'post grunge', 'gospel', 'rock']"
935,TRMTZMB12903D09B9A,['trance']
939,TRLCOKK12903CF5B93,"['alternative indie rock', 'pop rock', 'alternative pop rock', 'rock']"
940,TRTCBPL128F4266CB3,"['spiritual', 'poignant', 'passionate', 'brazilian jazz', 'world fusion', 'vocal jazz', 'hypnotic', 'jazz', 'earthy', 'latin', 'latin jazz', 'wistful', 'fusion', 'elegant', 'cheerful']"
944,TRUYXLE128F4241A5E,"['aggressive', 'outrageous', 'empowering', 'alternative indie rock', 'alternative metal', 'pop rock', 'funk metal', '90s', 'reckless', 'quirky', 'freewheeling', 'alternative', 'manic', 'hanging out', 'heavy metal', 'alternative pop rock', 'alternative rock', 'rock', 'volatile', 'hard rock', 'coolncocky', 'guys night out']"
947,TRGJNYI128F14B08B1,"['road trip', 'day driving', 'art rock', 'night driving', 'pop rock', 'power pop', 'confident', 'album rock', 'arena rock', 'acerbic', 'contemporary pop rock', 'rousing', 'hanging out', 'breakup', 'prog rock', 'angst ridden', 'at the office', 'nocturnal', 'rock', 'guys night out']"
950,TRTGWKT128F424C97A,"['psychedelic garage', 'pop rock', 'amiable good natured', 'electronic', 'electronica', 'folk rock', 'mellow', 'reflective']"
951,TREZRJL128F92F161F,['classic rock']
956,TRSUNWR128F9337543,"['space rock', 'pop rock', 'heavy metal', 'metal', 'rock']"
959,TROKXBU128F4299601,"['indie', 'british', 'dance']"
961,TRULIWZ128F4288437,"['alternative indie rock', 'lush', 'pop rock', 'chillout', 'hypnotic', 'melancholy', 'somber', 'indie', 'sensual', 'cool', 'indie rock', 'hanging out', 'guitar', 'rainy day', 'ethereal', 'late night', 'elegant', 'stylish', 'nocturnal', 'eerie', 'sexy', 'bittersweet', 'acoustic']"
962,TRIEHXY128F930E4E4,['christian']
964,TROIZWN12903C9AF37,"['bitter', 'aggressive', 'rowdy', 'pop rock', 'menacing', 'pop metal', 'drinking', 'reckless', 'brash', 'hostile', 'rebellious', 'rousing', 'hair metal', 'heavy metal', 'angst ridden', 'volatile', 'fiery', 'angry', 'hard rock', 'coolncocky', 'guys night out']"
966,TRCPUIL128F931ACAF,"['soul blues', 'energetic', 'sophisticated', 'road trip', 'exuberant', 'night driving', 'rowdy', 'pop rock', 'passionate', 'confident', 'earnest', 'modern electric blues', 'contemporary blues', 'earthy', 'lively', 'ambitious', 'blues', 'dramatic', 'rousing', '60s', 'electric blues', 'sad']"
967,TRDFYQB128F93243AC,['trance']
968,TRCSJTU12903D07A06,['electronic']
971,TRRBGYA128F9307B67,"['detached', 'pop rock', 'electronic', 'trippy', 'hypnotic', 'ominous', 'electronica', 'druggy', 'ethereal', 'idm', 'club dance', 'trip hop', 'eerie']"
973,TRTFXTW12903CA2B99,['heavy metal']
974,TRDAMLY128EF3449BF,"['epic', 'alternative indie rock', 'self conscious', 'searching', 'uncompromising', 'rowdy', 'pop rock', 'hardcore punk', 'passionate', 'earnest', 'urgent', 'fractured', 'anguished distraught', 'punk metal', 'visceral', 'freedom', 'cathartic', 'atmospheric', 'screamo', 'heavy metal', 'post hardcore', 'late night', 'raucous', 'hardcore', 'nocturnal', 'tense anxious', 'volatile', 'punk new wave', 'fierce', 'bittersweet', 'unsettling']"
977,TRPLTYU128F92E2105,"['female vocalists', 'romantic', 'piano', 'latin', 'pop', 'spanish']"
979,TRPLFHR128F42709E7,"['honky tonk', 'sentimental', 'rowdy', 'bravado', 'pop rock', 'yearning', 'rollicking', 'gutsy', 'swaggering', 'reckless', 'freewheeling', 'earthy', 'traditional country', 'rebellious', 'rousing', 'outlaw country', 'boisterous', 'country rock', 'street smart', 'raucous', 'country', 'fiery']"
981,TRWFFXZ128F149BB75,"['pop rock', 'alternative', 'rock']"
982,TRJQTUU128F92CEBCB,"['electronica', 'trance']"
983,TRXVADP128F423591B,"['female vocalists', 'folk']"
986,TRPBSTR128F428A520,"['pop rock', 'new wave of british heavy metal', 'heavy metal', 'metal']"
987,TRUUFJS128F428CE4C,"['aggressive', 'confrontational', 'outrageous', 'exciting', 'pop rock', 'intense', 'menacing', 'urgent', 'brutal', 'harsh', 'suffocating', 'visceral', 'cathartic', 'speed thrash metal', 'hostile', 'hanging out', 'heavy metal', 'death metal', 'angst ridden', 'metal', 'late night', 'nihilistic', 'raucous', 'hedonistic', 'technical death metal', 'provocative', 'tense anxious', 'malevolent', 'volatile', 'angry', 'fierce', 'mischievous', 'bleak', 'unsettling']"
991,TRXFAFR128F427FC06,"['sophisticated', 'blues rock', 'refined', 'swing', 'amiable good natured', 'reserved', 'precious', 'relaxed', 'modern electric blues', 'slick', 'lazy', 'jazz', 'blues', 'guitar', 'fusion', 'literate', 'indulgent', 'stylish', 'sexy']"
997,TRPKZAM128F4266C89,"['american trad rock', 'pop rock', 'jam bands', 'contemporary pop rock', 'hard rock']"
id,track_id,tag
1001,TRXUBPY128F9320A1F,['indie']
1004,TRAMMYK128E07936F9,['soul']
1009,TROCGJT128F145809A,"['solitude', 'poignant', 'pop rock', 'yearning', 'passionate', 'earnest', 'urgent', 'soft rock', 'introspection', 'piano', 'brooding', 'romantic evening', 'pop', 'adult contemporary', 'angst ridden', 'intimate', 'late night', 'plaintive', 'singer songwriter', 'rock', 'organic']"
1014,TRGXXLF128F4276540,"['modern electric blues', 'blues']"
1024,TRSPNVY128F92E5540,"['punk', 'rock']"
1025,TRSMJAB128F14A85DB,"['revolutionary', 'uncompromising', 'intense', 'freedom', 'jazz', 'free jazz', 'difficult', 'complex', 'experimental', 'late night', 'volatile', 'fiery', 'the creative side', 'fierce']"
1026,TRCCUUR128F427EE08,"['political folk', 'ironic', 'witty', 'alternative folk', 'pop rock', 'earnest', 'quirky', 'indie', 'lo fi', 'wry', 'literate', 'folk', 'playful', 'anti folk', 'acoustic']"
1027,TRPOOZW128F425149B,"['alternative indie rock', 'pop rock', 'hardcore punk', 'punk revival', 'punk', 'canadian', 'indie rock', 'alternative pop rock', 'punk new wave']"
1034,TRHYIMW12903CA196E,['beautiful']
1040,TRAWHZK12903CB5A01,"['energetic', 'spiritual', 'alternative indie rock', 'contemporary christian', 'exuberant', 'pop rock', 'passionate', 'amiable good natured', 'confident', 'gutsy', 'earnest', 'punk', 'punk pop', 'fun', 'dramatic', 'rousing', 'alternative ccm', 'religious', 'summer', 'gospel', 'reverent', 'emo', 'tgif', 'summery']"
1041,TRBOSCW128F9316448,"['alternative indie rock', 'pop rock', 'indie', 'alternative pop rock', 'rock']"
1045,TRJGOVY128F9323325,"['nashville sound countrypolitan', 'honky tonk', 'poignant', 'yearning', 'amiable good natured', 'earnest', 'melancholy', 'earthy', 'traditional country', 'warm', 'heartache', 'plaintive', 'country', 'sad', 'organic', 'bittersweet']"
1048,TRHVAMY12903CB48F8,"['progressive rock', 'alternative', 'experimental']"
1050,TRJBDER128EF34B767,"['hip hop', 'portuguese', 'fusion', 'portugal', 'rock']"
1053,TRBPMMX128F14AE628,"['contemporary christian', 'easy listening', 'ccm', 'worship', 'religious', 'christian rock', 'gospel', 'new age', 'inspirational', 'country']"
1056,TRTWCFT128F92E0D1D,"['alternative indie rock', 'witty', 'exuberant', 'pop rock', 'humorous', 'freewheeling', 'lively', 'wry', 'dramatic', 'indie rock', 'rousing', 'hanging out', 'alternative pop rock', 'literate', 'playful', 'cheerful', 'the creative side', 'theatrical']"
1058,TRSSCTB128F4259DA3,"['sophisticated', 'alternative indie rock', 'refined', 'pop rock', 'sophisti pop', 'pop', '80s', 'synth pop', 'literate', 'punk new wave']"
1059,TRCCUSN128F4293FAA,"['alternative indie rock', 'sentimental', 'pop rock', 'strong', 'alternative pop rock', 'alternative rock', 'rock']"
1060,TRGOQHU128F9306E0A,"['international', 'trance']"
1061,TRVJGUQ128F42881AC,['piano']
1062,TRPPVSP128F92D0188,['jazz']
1066,TRRPPKC128F92D5369,['alternative']
1067,TRZLFVB128F429FED0,"['alternative indie rock', 'alternative metal', 'pop rock', 'punk revival', 'heavy metal', 'alternative pop rock', 'alternative rock', 'rock']"
1068,TRJMYSR128F9300084,"['exuberant', 'night driving', 'bright', 'pop rock', 'circular', 'electronic', 'shimmering', 'alternative dance', 'indie electronic', 'sprawling', 'light', 'hypnotic', 'atmospheric', 'freewheeling', 'indie', 'flowing', 'sparkling', 'pop', 'warm', 'joyous', 'sugary', 'late night', 'celebratory', 'playful', 'summery', 'dream pop', 'daydreaming', 'airy', 'electropop', 'dreamy', 'carefree']"
1071,TRCLCNO128F9333C7A,"['aggressive', 'energetic', 'alternative indie rock', 'pop rock', 'yearning', 'punk revival', 'regret', 'urgent', 'introspection', 'cathartic', 'punk pop', 'rousing', 'alternative pop rock', 'raucous', 'alternative rock', 'plaintive', 'gritty', 'tense anxious', 'rock']"
1075,TRPSWOS128F932E1AB,"['progressive rock', 'electronic', 'industrial', '00s', 'alternative rock', 'rock', 'hard rock']"
1077,TREBLOH12903CD2A21,"['alternative indie rock', 'solitude', 'detached', 'refined', 'calm peaceful', 'poignant', 'pop rock', 'stay in bed', 'precious', 'laid back mellow', 'delicate', 'gentle', 'light', 'atmospheric', 'indie', 'alternative', 'insular', 'soothing', 'ethereal', 'complex', 'autumnal', 'intimate', 'restrained', 'dream pop', 'dreamy', 'the creative side', 'bittersweet']"
1081,TRGCVLT128F427DEBF,"['confrontational', 'alternative indie rock', 'ironic', 'self conscious', 'exuberant', 'night driving', 'bravado', 'pop rock', 'passionate', 'earnest', 'urgent', 'cathartic', 'punk pop', 'freewheeling', 'lively', 'sparkling', 'fun', 'wry', 'dramatic', 'hanging out', 'exercise workout', 'emo pop', 'smooth', 'boisterous', 'indulgent', 'playful', 'partying', 'stylish', 'nocturnal', 'rock']"
1085,TRCWYSB128F427D61F,"['energetic', 'alternative indie rock', 'sentimental', 'exuberant', 'pop rock', 'intense', 'passionate', 'rollicking', 'sweet', 'earnest', 'melancholy', 'alternative', 'brooding', 'rousing', 'alternative pop rock', 'post grunge', 'angst ridden', 'intimate', 'reflective', 'alternative rock', 'plaintive', 'playful', 'restrained', 'rock', 'bittersweet']"
1086,TRHIAIS128F92F16B6,"['female vocalists', 'country']"
1090,TRKHHUW128F428ECC3,"['energetic', 'alternative indie rock', 'ironic', 'punk rock', 'pop rock', 'irreverent', 'punk revival', 'pop punk', 'quirky', 'humorous', 'punk', 'punk pop', 'indie', 'alternative', 'manic', 'hanging out', 'progressive metal', 'alternative pop rock', 'post grunge', 'raucous', 'rock', 'rambunctious', 'coolncocky', 'guys night out']"
1097,TRNMWKO128F428634C,"['contemporary christian', 'religious', 'gospel', 'christian']"
1099,TRDANKB128F14B08E3,"['sentimental', 'art rock', 'pop rock', 'power pop', 'album rock', 'quirky', 'contemporary pop rock', 'rousing', 'snide', 'prog rock', 'rock']"
1101,TRUNHWG128F92C4D48,"['jazz', 'pop']"
1102,TRRRUDN128F1499FA8,"['adult alternative pop rock', 'alternative indie rock', 'pop rock', 'pop']"
1104,TROIFEL128F1465ABF,"['rap', 'dancehall', 'reggae', 'jamaica', 'ragga', 'world']"
1111,TRZWYCE12903CE485D,"['aggressive', 'confrontational', 'rap', 'pop rock', 'menacing', 'world view', 'hip hop', 'thuggish', 'visceral', 'brash', 'hardcore rap', 'brooding', 'rebellious', 'rousing', 'youth', 'pulsing', 'street smart', 'angry', 'fierce', 'coolncocky', 'guys night out']"
1112,TRXSUWZ12903CDF8CC,"['pop rock', 'indie', 'lo fi', 'folk', 'acoustic']"
1113,TRLDIGW128F93269F8,['indie']
1115,TRWTPSJ128F932EC89,"['latin', 'spanish', 'latin pop']"
1116,TRDSEJJ128F42947D5,"['alternative indie rock', 'self conscious', 'searching', 'pop rock', 'irreverent', 'earnest', 'fractured', 'cynical sarcastic', 'punk pop', 'lively', 'brooding', 'wry', 'indie rock', 'hanging out', 'alternative pop rock', 'reflective', 'tense anxious', 'rock']"
